index,Airport Name,City,Country,three-digit code,four_digit,l1,l2
330,Cassagnes-Bégonhès Airport,Cassagnes-beghones,France,,LFIG,44.17779922,2.515000105
331,Propriano Airport,Propriano,France,,LFKO,41.66059875,8.889749527
332,Corte Airport,Corte,France,,LFKT,42.29359818,9.193059921
333,Chambéry-Challes-les-Eaux Airport,Chambery,France,,LFLE,45.56110001,5.975759983
334,Saint-Yan Airport,St.-yan,France,,LFLN,46.41249847,4.013259888
335,Montluçon-Domérat Airport,Montlucon,France,,LFLT,46.352501,2.57049
336,Le Luc-Le Cannet Airport,Le Luc,France,,LFMC,43.38470078,6.387139797
337,Istres Le Tubé/Istres Air Base (BA 125) Airport,Istres,France,,LFMI,43.522701,4.92384
338,Orange-Caritat (BA 115) Air Base,Orange,France,,LFMO,44.14049911,4.8667202
339,Alès-Deaux Airport,Ales,France,,LFMS,44.069698,4.14212
340,Salon-de-Provence (BA 701) Air Base,Salon,France,,LFMY,43.60639954,5.109250069
341,Lézignan-Corbières Airport,Lezignan-corbieres,France,,LFMZ,43.17580032,2.73416996
342,Carpentras Airport,Carpentras,France,,LFNH,44.02980042,5.07806015
343,Avord (BA 702) Air Base,Avord,France,,LFOA,47.053299,2.6325
344,Châteaudun (BA 279) Air Base,Chateaudun,France,,LFOC,48.058102,1.37662
345,Saumur-Saint-Florent Airport,Saumur,France,,LFOD,47.256802,-0.115142
346,Évreux-Fauville (BA 105) Air Base,Evreux,France,,LFOE,49.02870178,1.219859958
347,Abbeville,Abbeville,France,,LFOI,50.143501,1.831891
348,Orléans-Saint-Denis-de-l'Hôtel Airport,Orleans,France,,LFOZ,47.8969,2.16333
349,Coulommiers-Voisins Airport,Coulommiers,France,,LFPK,48.83769989,3.016119957
350,Melun-Villaroche Air Base,Melun,France,,LFPM,48.60469818,2.671119928
351,Villacoublay-Vélizy (BA 107) Air Base,Villacoublay,France,,LFPV,48.7741667,2.1916667
352,Reims-Prunay Airport,Reims,France,,LFQA,49.20869827,4.156579971
353,Lunéville-Croismare Airport,Luneville,France,,LFQC,48.59329987,6.543459892
354,Étain-Rouvres Air Base,Etain,France,,LFQE,49.22689819,5.67222023
355,Autun-Bellevue Airport,Autun,France,,LFQF,46.96730042,4.260570049
356,Cambrai-Épinoy (BA 103) Air Base,Cambrai,France,,LFQI,50.221802,3.15424
357,Maubeuge-Élesmes Airport,Maubeuge,France,,LFQJ,50.3105011,4.033120155
358,Besançon-La Vèze Airport,Besancon-la-veze,France,,LFQM,47.2066,6.083681
359,Phalsbourg-Bourscheid Air Base,Phalsbourg,France,,LFQP,48.7680556,7.205
360,Merville-Calonne Airport,Merville,France,,LFQT,50.61840057,2.642240047
361,Charleville-Mézières Airport,Charleville,France,,LFQV,49.78390121,4.647079945
362,Vesoul-Frotey Airport,Vesoul-frotey,France,,LFQW,47.6376,6.20392
363,La Baule-Escoublac Airport,La Baule,France,,LFRE,47.28939819,-2.346390009
364,Landivisiau Air Base,Landivisiau,France,,LFRJ,48.53030014,-4.151639938
365,Lanvéoc-Poulmic Air Base,Lanvedoc,France,,LFRL,48.28170013,-4.445020199
366,Colmar-Meyenheim Air Base,Colmar,France,,LFSC,47.92200089,7.399670124
367,Haguenau Airport,Haguenau,France,,LFSH,48.79430008,7.817609787
368,Saint-Dizier-Robinson (BA 113) Air Base,St.-dizier,France,,LFSI,48.63600159,4.899419785
369,Montbéliard-Courcelles Airfield,Montbeliard,France,,LFSM,47.487,6.79054
370,Nancy-Ochey (BA 133) Air Base,Nancy,France,,LFSO,48.58309937,5.954999924
371,Pontarlier Airport,Pontarlier,France,,LFSP,46.90399933,6.327370167
372,Luxeuil-Saint-Sauveur (BA 116) Air Base,Luxeuil,France,,LFSX,47.7830556,6.36416667
373,Cuers-Pierrefeu Airport,Cuers,France,,LFTF,43.24779892,6.126699924
374,Ambérieu Air Base (BA 278),Amberieu,France,,LFXA,45.987301,5.32844
375,Damblain Airport,Damblain,France,,LFYD,48.0862999,5.664060116
376,Alexandria Airport,Alexandria,Greece,,LGAX,40.65110016,22.48870087
377,Elefsis Airport,Elefsis,Greece,,LGEL,38.06380081,23.55599976
378,Amigdhaleon Airport,Kavala,Greece,,LGKM,40.97280121,24.34140015
379,Megara Airport,Megara,Greece,,LGMG,37.98109818,23.36540031
380,Maritsa Airport,Rhodos,Greece,,LGRD,36.3830986,28.10890007
381,Sparti Airport,Sparti,Greece,,LGSP,36.97389984,22.52630043
382,Stefanovikion Air Base,Stefanovikion,Greece,,LGSV,39.48,22.7672
383,Tanagra Air Base,Tanagra,Greece,,LGTG,38.339802,23.565001
384,Kasteli Airport,Kasteli,Greece,,LGTL,35.19200134,25.32699966
385,Tripolis Airport,Tripolis,Greece,,LGTP,37.5306015,22.40360069
386,Tatoi Airport,Dekelia,Greece,,LGTT,38.10889816,23.78380013
387,Kecskemét Airport,Kecskemet,Hungary,,LHKE,46.91749954,19.74920082
388,Nyíregyháza Airport,Nyirregyhaza,Hungary,,LHNY,47.98389816,21.6923008
389,Őcsény Airport,Ocseny,Hungary,,LHOY,46.30390167,18.76919937
390,Szentkirályszabadja Airport,Azentkilyszabadja,Hungary,,LHSA,47.07789993,17.96839905
391,Szolnok Airport,Szolnok,Hungary,,LHSN,47.122897,20.2355
392,Amendola Air Base,Amendola,Italy,,LIBA,41.541401,15.7181
393,Gioia Del Colle Air Base,Gioia Del Colle,Italy,,LIBV,40.767799,16.9333
394,Palermo-Boccadifalco Airport,Palermo,Italy,,LICP,38.110802,13.3133
395,Torino-Aeritalia Airport,Turin,Italy,,LIMA,45.086399,7.60337
396,Milano-Bresso Airport,Milano,Italy,,LIMB,45.542198,9.20333
397,Cameri Air Base [MIL],Cameri,Italy,,LIMN,45.529598,8.66922
398,Cervia Air Base,Cervia,Italy,,LIPC,44.224201,12.3072
399,Rivolto Air Base,Rivolto,Italy,,LIPI,45.978699,13.0493
400,Ghedi Air Base,Ghedi,Italy,,LIPL,45.432201,10.2677
401,Verona-Boscomantico Airport,Verona,Italy,,LIPN,45.472,10.9279
402,Istrana Air Base,Treviso,Italy,,LIPS,45.684898,12.0829
403,Pratica Di Mare Air Base,Pratica Di Mare,Italy,,LIRE,41.654499,12.4452
404,Guidonia Air Base,Guidonia,Italy,,LIRG,41.990299,12.7408
405,Grazzanise Airport,Grazzanise,Italy,,LIRM,41.060799,14.0819
406,Urbe Airport,Rome,Italy,,LIRU,41.9519,12.4989
407,Viterbo Airport,Viterbo,Italy,,LIRV,42.430199,12.0642
408,Cerklje Airport,Cerklje,Slovenia,,LJCE,45.90000153,15.5302
409,Slovenj Gradec Airport,Slovenj Gradec,Slovenia,,LJSG,46.47200012,15.11699963
410,České Budějovice Airport,Ceske Budejovice,Czech Republic,,LKCS,48.94639969,14.42749977
411,Čáslav Air Base,Caslav,Czech Republic,,LKCV,49.93970108,15.3817997
412,Hradec Králové Airport,Hradec Kralove,Czech Republic,,LKHK,50.253201,15.8452
413,Hořovice Airport,Horovice,Czech Republic,,LKHV,49.84809875,13.89350033
414,Kbely Air Base,Praha,Czech Republic,,LKKB,50.12139893,14.54360008
415,Kunovice Airport,Kunovice,Czech Republic,,LKKU,49.02939987,17.43969917
416,Plzeň-Líně Airport,Line,Czech Republic,,LKLN,49.67520142,13.27460003
417,Mnichovo Hradiště Airport,Mnichovo Hradiste,Czech Republic,,LKMH,50.54019928,15.00660038
418,Náměšť Air Base,Namest,Czech Republic,,LKNA,49.16579819,16.12490082
419,Pribram Airport,Pribram,Czech Republic,,LKPM,49.7201004,14.10060024
420,Vodochody Airport,Vodochody,Czech Republic,,LKVO,50.216599,14.3958
421,Tel Nof Air Base,Tel-nof,Israel,,LLEK,31.83950043,34.82180023
422,Ein Shemer Airfield,Eyn-shemer,Israel,,LLES,32.44079971,35.00770187
423,Ein Yahav Airfield,Eyn-yahav,Israel,,LLEY,30.62170029,35.20330048
424,Hatzor Air Base,Haztor,Israel,,LLHS,31.76250076,34.72719955
425,Megiddo Airport,Megido Airstrip,Israel,,LLMG,32.59730148,35.22880173
426,Bar Yehuda Airfield,Metzada,Israel,,LLMZ,31.32819939,35.3885994
427,Nevatim Air Base,Nevatim,Israel,,LLNV,31.20829964,35.01229858
428,Ramat David Air Base,Ramat David,Israel,,LLRD,32.6651001,35.17950058
429,Ramon Air Base,Ramon,Israel,,LLRM,30.77610016,34.66669846
430,Wiener Neustadt East Airport,Wiener Neustadt Ost,Austria,,LOAN,47.84329987,16.26009941
431,Wels Airport,Wels,Austria,,LOLW,48.18330002,14.04090023
432,Hinterstoisser Air Base,Zeltweg,Austria,,LOXZ,47.202801,14.7442
433,Alverca Airport,Alverca,Portugal,,LPAR,38.883301,-9.0301
434,Beja International Airport,Beja (madeira),Portugal,,LPBJ,38.07889938,-7.932400227
435,Braga Municipal Aerodrome,Braga,Portugal,,LPBR,41.58710098,-8.445139885
436,Coimbra Airport,Coimba,Portugal,,LPCO,40.158758,-8.470815
437,Cascais Airport,Cascais,Portugal,,LPCS,38.72499847,-9.355230331
438,Covilhã Airport,Covilha,Portugal,,LPCV,40.264801,-7.47996
439,Évora Airport,Evora,Portugal,,LPEV,38.533501,-7.88964
440,Monte Real Air Base,Monte Real,Portugal,,LPMR,39.8283333,-8.8875
441,Montijo Airport,Montijo,Portugal,,LPMT,38.70389938,-9.035920143
442,Ovar Airport,Ovar,Portugal,,LPOV,40.91590118,-8.6459198
443,Portimão Airport,Portimao,Portugal,,LPPM,37.14929962,-8.583959579
444,Sintra Airport,Sintra,Portugal,,LPST,38.83110046,-9.339550018
445,Tancos Airbase,Tancos,Portugal,,LPTN,39.475101,-8.36458
446,Viseu Airport,Viseu,Portugal,,LPVZ,40.7254982,-7.888989925
447,Les Eplatures Airport,Les Eplatures,Switzerland,,LSGC,47.08390045,6.792840004
448,Saanen Airport,Saanen,Switzerland,,LSGK,46.48749924,7.250830173
449,Alpnach Air Base,Alpnach,Switzerland,,LSMA,46.943901,8.28417
450,Dübendorf Air Base,Dubendorf,Switzerland,,LSMD,47.39860153,8.648229599
451,Mollis Airport,Mollis,Switzerland,,LSMF,47.07889938,9.064829826
452,Meiringen Airport,Meiringen,Switzerland,,LSMM,46.74330139,8.109999657
453,Payerne Air Base,Payerne,Switzerland,,LSMP,46.8432,6.915060043
454,Grenchen Airport,Grenchen,Switzerland,,LSZG,47.18159866,7.417190075
455,Güvercinlik Airport,Ankara,Turkey,,LTAB,39.93500137,32.74079895
456,Akıncı Air Base,Ankara,Turkey,,LTAE,40.07889938,32.56560135
457,İskenderun Airport,Iskenderun,Turkey,,LTAK,36.57445526,36.15341949
458,Malatya Erhaç Airport,Malatya,Turkey,,LTAT,38.43529892,38.0909996
459,Sivrihisar Airport,Sivrihisar,Turkey,,LTAV,39.45149994,31.36529922
460,Tokat Airport,Tokat,Turkey,,LTAW,40.30743027,36.36740875
461,Gaziemir Airport,Izmir,Turkey,,LTBK,38.31909943,27.15940094
462,Isparta Airport,Isparta,Turkey,,LTBM,37.78512192,30.59001923
463,Kütahya Airport,Kutahya,Turkey,,LTBN,39.42670059,30.01689911
464,Yalova Airport,Yalova,Turkey,,LTBP,40.68439865,29.3757
465,Cengiz Topel Airport,Topel,Turkey,,LTBQ,40.73500061,30.08329964
466,Akhisar Airport,Akhisar,Turkey,,LTBT,38.80889893,27.83390045
467,Samandıra Air Base,Istanbul,Turkey,,LTBX,40.99300003,29.21649933
468,Siirt Airport,Siirt,Turkey,,LTCL,37.97890091,41.8404007
469,Kaklıç Airport,Izmir,Turkey,,LTFA,38.51760101,26.97739983
470,Selçuk Efes Airport,Izmir,Turkey,,LTFB,37.95069885,27.32900047
471,Vršac International Airport,Vrsac,Serbia,,LYVR,45.1469,21.3099
472,Kuchyňa Air Base,Malacky,Slovakia,,LZMC,48.40200043,17.11840057
473,Trenčín Airport,Trencin,Slovakia,,LZTN,48.86500168,17.99230003
474,Cabo Rojo Airport,Cabo Rojo,Dominican Republic,,MDCR,17.92900085,-71.64479828
475,San Isidro Air Base,San Isidoro,Dominican Republic,,MDSI,18.50370026,-69.76170349
476,Bananera Airport,Bananera,Guatemala,,MGBN,15.47350025,-88.83719635
477,Retalhuleu Airport,Retalhuleu,Guatemala,,MGRT,14.52099991,-91.69730377
478,San José Airport,San Jose,Guatemala,,MGSJ,13.93620014,-90.83580017
479,Trujillo Airport,Trujillo,Honduras,,MHTJ,15.9268,-85.938202
480,Ciudad Acuña New International Airport,Ciudad Acuna,Mexico,,MMCC,29.33289909,-101.098999
481,Nuevo Casas Grandes Airport,Nuevo Casas Grandes,Mexico,,MMCG,30.3973999,-107.875
482,Chilpancingo Airport,Chilpancingo,Mexico,,MMCH,17.573799,-99.514297
483,Ixtepec Airport,Iztepec,Mexico,,MMIT,16.44930077,-95.09369659
484,Terán Air Base,Tuxtla Gutierrez,Mexico,,MMTB,16.73990059,-93.1733017
485,Zapopan Airport,Zapopan,Mexico,,MMZP,20.747922,-103.461709
486,Los Brasiles Airport,Los Brasiles,Nicaragua,,MNBR,12.18999958,-86.35389709
487,Leon (Fanor Urroz) Airport,Leon,Nicaragua,,MNLN,12.42920017,-86.90280151
488,Ruben Cantu Airport,Santiago,Panama,,MPSA,8.085599899,-80.94529724
489,Buenos Aires Airport,Buenos Aires,Costa Rica,,MRBA,9.163949,-83.330171
490,Chacarita Airport,Chacarita,Costa Rica,,MRCH,9.981410027,-84.77269745
491,El Carmen de Siquirres Airport,El Carmen,Costa Rica,,MREC,10.20199966,-83.47219849
492,Finca 10 / Nuevo Palmar Sur Airport,Finca 10,Costa Rica,,MRFI,8.916350365,-83.50730133
493,Guapiles Airport,Guapiles,Costa Rica,,MRGP,10.21720028,-83.79699707
494,Los Chiles Airport,Los Chiles,Costa Rica,,MRLC,11.03530025,-84.70610046
495,Pandora Airport,Pandora,Costa Rica,,MRPD,9.732170105,-82.98320007
496,Santa Clara De Guapiles Airport,Santa Clara,Costa Rica,,MRSG,10.28829956,-83.71350098
497,San Vito De Java Airport,San Vito De Jaba,Costa Rica,,MRSV,8.826109886,-82.95890045
498,Ilopango International Airport,San Salvador,El Salvador,,MSSS,13.69950008,-89.11990356
499,Les Cayes Airport,Cayes,Haiti,,MTCA,18.27109909,-73.78829956
500,Jacmel Airport,Jacmel,Haiti,,MTJA,18.24110031,-72.51850128
501,Florida Airport,Florida,Cuba,,MUFL,21.49970055,-78.20279694
502,Leeward Point Field,Guantanamo,Cuba,,MUGM,19.90649986,-75.20709991
503,Pinar Del Rio Airport,Pinar Del Rio Norte,Cuba,,MUPR,22.42140007,-83.67839813
504,San Antonio De Los Banos Airport,San Antonio De Banos,Cuba,,MUSA,22.87150002,-82.50930023
505,Joaquín de Agüero Airport,Santa Lucia,Cuba,,MUSL,21.50945591,-77.02059746
506,Siguanea Airport,Siguanea,Cuba,,MUSN,21.64249992,-82.95510101
507,Sancti Spiritus Airport,Sancti Spiritus,Cuba,,MUSS,21.9704,-79.442703
508,Clarence A. Bain Airport,Clarence Bain,Bahamas,,MYAB,24.28770065,-77.68460083
509,Sandy Point Airport,Sandy Point,Bahamas,,MYAS,26.00460052,-77.39550018
510,Great Harbour Cay Airport,Bullocks Harbour,Bahamas,,MYBG,25.73830032,-77.84010315
511,George Town Airport,George Town,Bahamas,,MYEG,23.4666996,-75.78170013
512,Normans Cay Airport,Norman's Cay,Bahamas,,MYEN,24.59429932,-76.82019806
513,Staniel Cay Airport,Staniel Cay,Bahamas,,MYES,24.16909981,-76.43910217
514,Duncan Town Airport,Duncan Town,Bahamas,,MYRD,22.18180084,-75.72949982
515,Rum Cay Airport,Port Nelson,Bahamas,,MYRP,23.68440056,-74.8361969
516,Fangatau Airport,Fangatau,French Polynesia,,NTGB,-15.81989956,-140.8869934
517,Glentanner Airport,Glentanner,New Zealand,,NZGT,-43.90670013,170.128006
518,Hastings Aerodrome,Hastings,New Zealand,,NZHS,-39.646702,176.766998
519,RNZAF Base Ohakea,Ohakea,New Zealand,,NZOH,-40.20600128,175.3880005
520,Waiouru Airport,Waiouru,New Zealand,,NZRU,-39.44639969,175.6580048
521,South Pole Station Airport,Stephen's Island,Antarctica,,NZSP,-90.0,0.0
522,Pukaki Airport,Pukaki,New Zealand,,NZUK,-44.23500061,170.1179962
523,Williams Field,Weydon,Antarctica,,NZWD,-77.86740112,167.0570068
524,Wigram Airport,Wigram,New Zealand,,NZWG,-43.55110168,172.5529938
525,Wairoa Airport,Wairoa,New Zealand,,NZWO,-39.00690079,177.4069977
526,RNZAF Base Auckland-Whenuapai,Whenuapai,New Zealand,,NZWP,-36.78779984,174.6300049
527,Shindand Airport,Shindand,Afghanistan,,OASD,33.3913002,62.26100159
528,Sheberghan Airport,Sheberghan,Afghanistan,,OASG,36.75080109,65.91320038
529,Sheik Isa Air Base,Bahrain,Bahrain,,OBBS,25.91839981,50.59059906
530,Abqaiq Airport,Abqaiq,Saudi Arabia,,OEBQ,25.91130066,49.59120178
531,Jubail Airport,Jubail,Saudi Arabia,,OEJB,27.03899956,49.40510178
532,King Faisal Naval Base,Jeddah,Saudi Arabia,,OEJF,21.34810066,39.17300034
533,Pump Station 3 Airport,Petroline 3,Saudi Arabia,,OEPC,25.17449951,47.48839951
534,Pump Station 6 Airport,Petroline 6,Saudi Arabia,,OEPF,24.71030045,44.96450043
535,Pump Station 10 Airport,Petroline 10,Saudi Arabia,,OEPJ,24.1072998,41.0359993
536,Rabigh Airport,Rabigh,Saudi Arabia,,OERB,22.70260048,39.06980133
537,Ras Mishab Airport,Rash Mishab,Saudi Arabia,,OERM,28.07959938,48.61100006
538,Ras Tanura Airport,Ras Tanura,Saudi Arabia,,OERT,26.72310066,50.03079987
539,Thumamah Airport,Thumamah,Saudi Arabia,,OETH,25.21299934,46.64099884
540,Ras Tanajib Airport,Ras Tanajib,Saudi Arabia,,OETN,27.86779976,48.76910019
541,Dezful Airport,Dezful,Iran,,OIAD,32.434399,48.397598
542,Aghajari Airport,Aghajari,Iran,,OIAG,30.7444,49.6772
543,Gachsaran Airport,Gachsaran,Iran,,OIAH,30.33760071,50.82799912
544,Omidiyeh Airport,Omidyeh,Iran,,OIAJ,30.83519936,49.53490067
545,Abumusa Island Airport,Abumusa I.,Iran,,OIBA,25.8757,55.03300095
546,Bastak Airport,Bastak,Iran,,OIBH,27.21269989,54.3185997
547,Asaloyeh Airport,Golbandi,Iran,,OIBI,27.4814,52.615501
548,Khark Island Airport,Khark Island,Iran,,OIBQ,29.26029968,50.32389832
549,Sirri Island Airport,Siri Island,Iran,,OIBS,25.90889931,54.53939819
550,Lavan Island Airport,Lavan Island,Iran,,OIBV,26.81030083,53.35630035
551,Hesa Airport,Daran,Iran,,OIFE,32.92890167,51.56110001
552,Shahid Vatan Pour Air Base,Esfahan,Iran,,OIFH,32.56700134,51.6916008
553,Kashan Airport,Kashan,Iran,,OIFK,33.89530182,51.57699966
554,Badr Air Base,Sepah,Iran,,OIFP,32.62110138,51.6969986
555,Arak Airport,Arak,Iran,,OIHR,34.13809967,49.84730148
556,Ghazvin Azadi Airport,Abe-ali,Iran,,OIIA,35.95209885,50.45080185
557,Kushke Nosrat Airport,Kushke Nosrat,Iran,,OIIC,34.98400116,50.80619812
558,Doshan Tappeh Air Base,Teheran,Iran,,OIID,35.70299911,51.47510147
559,Ghale Morghi Airport,Teheran,Iran,,OIIG,35.64479828,51.38069916
560,Qazvin Airport,Ghazvin,Iran,,OIIK,36.240101,50.0471
561,Naja Airport,Khoram Dareh,Iran,,OIIM,35.77629852,50.88100052
562,Jiroft Airport,Jiroft,Iran,,OIKJ,28.7269001,57.67029953
563,Havadarya Airport,Bandar Abbas,Iran,,OIKP,27.1583004,56.17250061
564,Dayrestan Airport,Gheshm I.,Iran,,OIKQ,26.75460052,55.90240097
565,Sirjan Airport,Sirjan,Iran,,OIKY,29.55089951,55.67269897
566,Sarakhs Airport,Sarakhs,Iran,,OIMC,36.50120163,61.06489944
567,Shahroud Airport,Emam Shahr,Iran,,OIMJ,36.4253006,55.10419846
568,Tabas Airport,Tabas,Iran,,OIMT,33.6678009,56.8927002
569,Kalaleh Airport,Kalaleh,Iran,,OINE,37.38330078,55.45199966
570,Fasa Airport,Fasa,Iran,,OISF,28.89179993,53.72330093
571,Jahrom Airport,Jahrom,Iran,,OISJ,28.58670044,53.57910156
572,Lamerd Airport,Lamerd,Iran,,OISR,27.37269974,53.18880081
573,Khoy Airport,Khoy,Iran,,OITK,38.42750168,44.97359848
574,Zanjan Airport,Zanjan,Iran,,OITZ,36.77370071,48.3594017
575,Iran Shahr Airport,Iran Shahr,Iran,,OIZI,27.23609924,60.72000122
576,Saravan Airport,Saravan,Iran,,OIZS,27.41930008,62.31579971
577,Prince Hassan Air Base,Hotel Four,Jordan,,OJHF,32.160702,37.149399
578,Jerusalem Airport,Jerusalem,West Bank,,OJJR,31.86470032,35.21920013
579,Rene Mouawad Air Base,Kleiat,Lebanon,,OLKA,34.58929825,36.01129913
580,Al Hamra Aux Airport,Al Hamra,United Arab Emirates,,OMAH,24.0739994,52.46360016
581,Jebel Dhana Airport,Jebel Dhana,United Arab Emirates,,OMAJ,24.18740082,52.61399841
582,Al Dhafra Air Base,Abu Dhabi,United Arab Emirates,,OMAM,24.24819946,54.54769897
583,Arzanah Airport,Arzana,United Arab Emirates,,OMAR,24.78050041,52.55989838
584,Das Island Airport,Das Island,United Arab Emirates,,OMAS,25.14620018,52.87369919
585,Zirku Airport,Zirku,United Arab Emirates,,OMAZ,24.86249161,53.07714081
586,Bhagatanwala Airport,Bhagtanwala,Pakistan,,OPBG,32.05609894,72.9484024
587,Shahbaz Air Base,Jacobsbad,Pakistan,,OPJA,28.28420067,68.4496994
588,Walton Airport,Lahore,Pakistan,,OPLH,31.49480057,74.34619904
589,Mangla Airport,Mangla,Pakistan,,OPMA,33.05009842,73.63839722
590,Mianwali Air Base,Mianwali,Pakistan,,OPMI,32.56309891,71.5707016
591,Masroor Air Base,Karachi,Pakistan,,OPMR,24.89360046,66.938797
592,Okara Cantonment Airstrip,Okara,Pakistan,,OPOK,30.74099922,73.35769653
593,Qasim Airport,Qasim,Pakistan,,OPQS,33.56019974,73.03320313
594,Risalpur Air Base,Risalpur,Pakistan,,OPRS,34.08110046,71.97260284
595,Wana Airport,Wana,Pakistan,,OPWN,32.30469894,69.57039642
596,Doha International Airport,Doha,Qatar,,OTBD,25.26110077,51.56510162
597,Dyess Army Air Field,Kwajalein,Marshall Islands,,PKRO,9.396889687,167.470993
598,Pingtung South Airport,Pingtung,Taiwan,,RCDC,22.67239952,120.461998
599,Longtan Air Base,Longtang,Taiwan,,RCDI,24.85510063,121.237999
600,Hsinchu Air Base,Hsinchu,Taiwan,,RCPO,24.81800079,120.939003
601,Chihhang Air Base,Taitung,Taiwan,,RCQS,22.79310036,121.1819992
602,Minami Torishima Airport,Minami Tori Shima,Japan,,RJAM,24.28969955,153.9790039
603,Kohnan Airport,Kohnan,Japan,,RJBK,34.59080124,133.9329987
604,Tokachi Airport,Tokachi,Japan,,RJCT,42.89049911,143.1580048
605,Ashiya Airport,Ashiya,Japan,,RJFA,33.8830986,130.6529999
606,Nyutabaru Airport,Nyutabaru,Japan,,RJFN,32.08359909,131.451004
607,Kanoya Airport,Kanoya,Japan,,RJFY,31.36759949,130.8450012
608,Tsuiki Air Field,Tsuiki,Japan,,RJFZ,33.68500137,131.0399933
609,Okierabu Airport,Okierabu,Japan,,RJKB,27.42550087,128.701004
610,Fukui Airport,Fukui,Japan,,RJNF,36.14279938,136.223999
611,Gifu Airport,Gifu,Japan,,RJNG,35.39410019,136.8699951
612,Hamamatsu Airport,Hamamatsu,Japan,,RJNH,34.75019836,137.7030029
613,Shizuhama Airport,Yaizu,Japan,,RJNY,34.81280136,138.2980042
614,Hofu Airport,Hofu,Japan,,RJOF,34.03469849,131.548996
615,Yao Airport,Osaka,Japan,,RJOY,34.59629822,135.6029968
616,Ozuki Airport,Ozuki,Japan,,RJOZ,34.04529953,131.052002
617,Hachinohe Airport,Hachinoe,Japan,,RJSH,40.5564003,141.4660034
618,Matsushima Air Base,Matsushima,Japan,,RJST,38.4048996,141.2200012
619,Atsugi Naval Air Facility,Atsugi,Japan,,RJTA,35.45460129,139.4499969
620,Tateyama Airport,Tateyama,Japan,,RJTE,34.987099,139.828995
621,Iruma Air Base,Iruma,Japan,,RJTJ,35.84189987,139.4109955
622,Kisarazu Airport,Kisarazu,Japan,,RJTK,35.39830017,139.9100037
623,Shimofusa Airport,Shimofusa,Japan,,RJTL,35.7989006,140.0110016
624,Kastner Army Heliport,Zama,Japan,,RJTR,35.51380157,139.3939972
625,Jinhae Airport,Chinhae,South Korea,,RKPE,35.14120102,128.6959991
626,A 511 Airport,Pyongtaek,South Korea,,RKSG,36.96220016,127.0309982
627,Ie Shima Auxiliary Air Base,Iejima,Japan,,RODE,26.7257576,127.7649002
628,Tarama Airport,Tarama,Japan,,RORT,24.65390015,124.6750031
629,Daet Airport,Daet,Philippines,,RPUD,14.12919998,122.9800034
630,Basa Air Base,Floridablanca,Philippines,,RPUF,14.98649979,120.4929962
